,row_date,split,id,calls_answered,aht
472,2020-08-20,902,1290029955,8,29.0
473,2020-08-20,902,1290045066,9,32.1111111111111
474,2020-08-20,902,1290043722,7,21.1428571428571
475,2020-08-20,902,978007026,10,12.4
476,2020-08-20,902,1290043842,6,52.6666666666667
477,2020-08-20,904,639043557,1,29.0
478,2020-08-20,904,1290043632,3,26.6666666666667
479,2020-08-20,904,1290043830,2,21.5
480,2020-08-20,904,1290013092,2,31.0
481,2020-08-20,904,1290043815,1,16.0
482,2020-08-20,904,1290038523,1,31.0
483,2020-08-20,904,1290038817,3,14.666666666666698
484,2020-08-20,904,1290013089,2,35.0
485,2020-08-20,904,1290029955,1,34.0
486,2020-08-20,904,1290045066,2,31.5
487,2020-08-20,904,1290043722,3,36.0
488,2020-08-20,904,978007026,2,41.5
489,2020-08-20,904,1290043842,1,51.0
490,2020-08-20,909,1290038523,1,21.0
491,2020-08-20,909,1290044364,1,38.0
492,2020-08-20,909,978007026,1,20.0
493,2020-08-21,902,1290045069,1,36.0
494,2020-08-21,902,639043557,6,46.3333333333333
495,2020-08-21,902,1290043632,2,7.0
496,2020-08-21,902,1290043839,1,18.0
497,2020-08-21,902,1290024012,3,16.6666666666667
498,2020-08-21,902,1290018936,11,31.818181818181802
499,2020-08-21,902,1290013092,4,38.5
500,2020-08-21,902,1290043815,13,28.153846153846196
501,2020-08-21,902,1290038523,15,17.2
502,2020-08-21,902,1290038817,6,25.8333333333333
503,2020-08-21,902,1290044364,10,25.8
504,2020-08-21,902,1290043821,19,21.368421052631604
505,2020-08-21,902,1290028206,5,34.4
506,2020-08-21,902,1290013089,10,31.2
507,2020-08-21,902,1290029955,6,30.1666666666667
508,2020-08-21,902,1290045066,10,35.4
509,2020-08-21,902,1290043722,9,33.3333333333333
510,2020-08-21,902,978007026,2,12.5
511,2020-08-21,902,1290043842,7,44.28571428571429
512,2020-08-21,904,639043557,1,43.0
513,2020-08-21,904,1290043839,2,27.0
514,2020-08-21,904,1290018936,1,29.0
515,2020-08-21,904,1290038523,4,18.0
516,2020-08-21,904,1290044364,4,31.0
517,2020-08-21,904,1290043821,1,8.0
518,2020-08-21,904,1290028206,1,30.0
519,2020-08-21,904,1290029955,2,32.0
520,2020-08-21,904,1290043842,1,49.0
521,2020-08-21,904,1290034734,1,17.0
522,2020-08-21,909,639043557,1,33.0
523,2020-08-21,909,1290038523,2,20.0
524,2020-08-21,909,1290044364,1,22.0
525,2020-08-21,909,1290029955,1,3.0
526,2020-08-24,902,1290045069,3,25.0
527,2020-08-24,902,1290043491,7,18.7142857142857
528,2020-08-24,902,639043557,10,30.0
529,2020-08-24,902,1290043632,3,13.333333333333302
530,2020-08-24,902,1290043839,14,21.2142857142857
531,2020-08-24,902,1290024012,3,13.0
532,2020-08-24,902,1290018936,2,37.0
533,2020-08-24,902,1290013092,7,34.8571428571429
534,2020-08-24,902,1290043815,10,36.8
535,2020-08-24,902,1290044364,19,16.315789473684198
536,2020-08-24,902,1290043821,8,36.375
537,2020-08-24,902,1290028206,6,25.5
538,2020-08-24,902,1290013089,11,25.7272727272727
539,2020-08-24,902,1290045066,9,28.888888888888896
540,2020-08-24,902,1290043722,13,27.0
541,2020-08-24,902,978007026,12,24.0
542,2020-08-24,902,1290043842,6,52.0
543,2020-08-24,902,1290034734,9,31.5555555555556
544,2020-08-24,904,1290045069,1,24.0
545,2020-08-24,904,1290043491,1,22.0
546,2020-08-24,904,639043557,1,6.0
547,2020-08-24,904,1290043839,3,19.3333333333333
548,2020-08-24,904,1290024012,1,15.0
549,2020-08-24,904,1290018936,1,17.0
550,2020-08-24,904,1290044364,1,25.0
551,2020-08-24,904,1290043821,2,26.0
552,2020-08-24,904,1290028206,1,19.0
553,2020-08-24,904,1290013089,3,32.0
554,2020-08-24,904,1290045066,2,37.0
555,2020-08-24,904,1290043722,1,48.0
556,2020-08-24,904,978007026,3,26.6666666666667
557,2020-08-24,904,1290043842,2,46.0
558,2020-08-24,904,1290034734,1,48.0
559,2020-08-24,909,1290013092,1,26.0
560,2020-08-24,909,978007026,1,7.0
561,2020-08-25,902,1290045069,3,23.0
562,2020-08-25,902,1290043491,9,31.5555555555556
563,2020-08-25,902,639043557,6,46.5
564,2020-08-25,902,1290043632,3,13.0
565,2020-08-25,902,1290043839,3,35.6666666666667
566,2020-08-25,902,1290043830,10,18.9
567,2020-08-25,902,1290024012,1,7.0
568,2020-08-25,902,1290018936,5,34.4
569,2020-08-25,902,1290013092,12,23.75
570,2020-08-25,902,1290043815,7,27.857142857142897
571,2020-08-25,902,1290038523,15,19.6
572,2020-08-25,902,1290038817,6,31.5
573,2020-08-25,902,1290044364,10,23.7
574,2020-08-25,902,1290043821,8,38.25
575,2020-08-25,902,1290028206,5,32.0
576,2020-08-25,902,1290013089,12,30.4166666666667
577,2020-08-25,902,1290029955,6,32.6666666666667
578,2020-08-25,902,1290045066,9,29.5555555555556
579,2020-08-25,902,1290043722,5,35.0
580,2020-08-25,902,978007026,15,19.533333333333303
581,2020-08-25,902,1290043842,7,47.28571428571429
582,2020-08-25,902,1290034734,9,19.0
583,2020-08-25,904,1290043491,1,12.0
584,2020-08-25,904,639043557,1,34.0
585,2020-08-25,904,1290043830,3,41.3333333333333
586,2020-08-25,904,1290013092,3,23.6666666666667
587,2020-08-25,904,1290043815,2,30.5
588,2020-08-25,904,1290038523,2,12.0
589,2020-08-25,904,1290038817,2,9.5
590,2020-08-25,904,1290044364,1,17.0
591,2020-08-25,904,1290043821,4,16.25
592,2020-08-25,904,1290013089,1,29.0
593,2020-08-25,904,1290029955,1,19.0
594,2020-08-25,904,1290045066,1,35.0
595,2020-08-25,904,1290043722,2,45.0
596,2020-08-25,904,978007026,1,41.0
597,2020-08-25,904,1290034734,4,31.25
598,2020-08-25,909,1290043830,1,44.0
599,2020-08-25,909,1290043722,1,50.0
600,2020-08-26,902,1290045069,1,29.0
